ds,unique_id,y
2022-10-07,WI_3,1
2022-10-08,CA_1,0
2022-10-08,CA_2,0
2022-10-08,CA_3,0
2022-10-08,CA_4,0
2022-10-08,TX_1,0
2022-10-08,TX_2,1
2022-10-08,TX_3,1
2022-10-08,WI_1,1
2022-10-08,WI_2,1
2022-10-08,WI_3,0
2022-10-09,CA_1,3
2022-10-09,CA_2,0
2022-10-09,CA_3,5
2022-10-09,CA_4,1
2022-10-09,TX_1,0
2022-10-09,TX_2,1
2022-10-09,TX_3,0
2022-10-09,WI_1,2
2022-10-09,WI_2,0
2022-10-09,WI_3,0
2022-10-10,CA_1,5
2022-10-10,CA_2,2
2022-10-10,CA_3,3
2022-10-10,CA_4,2
2022-10-10,TX_1,0
2022-10-10,TX_2,0
2022-10-10,TX_3,1
2022-10-10,WI_1,6
2022-10-10,WI_2,1
2022-10-10,WI_3,0
2022-10-11,CA_1,3
2022-10-11,CA_2,0
2022-10-11,CA_3,0
2022-10-11,CA_4,1
2022-10-11,TX_1,0
2022-10-11,TX_2,4
2022-10-11,TX_3,1
2022-10-11,WI_1,3
2022-10-11,WI_2,2
2022-10-11,WI_3,2
2022-10-12,CA_1,6
2022-10-12,CA_2,5
2022-10-12,CA_3,2
2022-10-12,CA_4,1
2022-10-12,TX_1,0
2022-10-12,TX_2,0
2022-10-12,TX_3,4
2022-10-12,WI_1,4
2022-10-12,WI_2,3
2022-10-12,WI_3,3
2022-10-13,CA_1,1
2022-10-13,CA_2,0
2022-10-13,CA_3,2
2022-10-13,CA_4,0
2022-10-13,TX_1,0
2022-10-13,TX_2,0
2022-10-13,TX_3,1
2022-10-13,WI_1,0
2022-10-13,WI_2,2
2022-10-13,WI_3,1
2022-10-14,CA_1,0
2022-10-14,CA_2,0
2022-10-14,CA_3,3
2022-10-14,CA_4,1
2022-10-14,TX_1,0
2022-10-14,TX_2,1
2022-10-14,TX_3,0
2022-10-14,WI_1,1
2022-10-14,WI_2,2
2022-10-14,WI_3,1
2022-10-15,CA_1,0
2022-10-15,CA_2,0
2022-10-15,CA_3,2
2022-10-15,CA_4,0
2022-10-15,TX_1,0
2022-10-15,TX_2,0
2022-10-15,TX_3,1
2022-10-15,WI_1,1
2022-10-15,WI_2,1
2022-10-15,WI_3,0
2022-10-16,CA_1,0
2022-10-16,CA_2,0
2022-10-16,CA_3,3
2022-10-16,CA_4,3
2022-10-16,TX_1,0
2022-10-16,TX_2,0
2022-10-16,TX_3,1
2022-10-16,WI_1,2
2022-10-16,WI_2,2
2022-10-16,WI_3,0
2022-10-17,CA_1,0
2022-10-17,CA_2,0
2022-10-17,CA_3,5
2022-10-17,CA_4,0
2022-10-17,TX_1,0
2022-10-17,TX_2,2
2022-10-17,TX_3,1
2022-10-17,WI_1,6
2022-10-17,WI_2,1
2022-10-17,WI_3,0
2022-10-18,CA_1,0
2022-10-18,CA_2,0
2022-10-18,CA_3,1
2022-10-18,CA_4,0
2022-10-18,TX_1,0
2022-10-18,TX_2,2
2022-10-18,TX_3,0
2022-10-18,WI_1,5
2022-10-18,WI_2,4
2022-10-18,WI_3,0
2022-10-19,CA_1,2
2022-10-19,CA_2,0
2022-10-19,CA_3,2
2022-10-19,CA_4,0
2022-10-19,TX_1,0
2022-10-19,TX_2,0
2022-10-19,TX_3,0
2022-10-19,WI_1,3
2022-10-19,WI_2,1
2022-10-19,WI_3,1
2022-10-20,CA_1,9
2022-10-20,CA_2,0
2022-10-20,CA_3,3
2022-10-20,CA_4,1
2022-10-20,TX_1,0
2022-10-20,TX_2,2
2022-10-20,TX_3,0
2022-10-20,WI_1,0
2022-10-20,WI_2,2
2022-10-20,WI_3,0
2022-10-21,CA_1,1
2022-10-21,CA_2,3
2022-10-21,CA_3,4
2022-10-21,CA_4,1
2022-10-21,TX_1,0
2022-10-21,TX_2,0
2022-10-21,TX_3,0
2022-10-21,WI_1,2
2022-10-21,WI_2,1
2022-10-21,WI_3,0
2022-10-22,CA_1,0
2022-10-22,CA_2,2
2022-10-22,CA_3,1
2022-10-22,CA_4,0
2022-10-22,TX_1,0
2022-10-22,TX_2,0
2022-10-22,TX_3,5
2022-10-22,WI_1,5
2022-10-22,WI_2,2
2022-10-22,WI_3,0
2022-10-23,CA_1,1
2022-10-23,CA_2,0
2022-10-23,CA_3,1
2022-10-23,CA_4,0
2022-10-23,TX_1,0
2022-10-23,TX_2,1
2022-10-23,TX_3,1
2022-10-23,WI_1,3
2022-10-23,WI_2,0
2022-10-23,WI_3,0
2022-10-24,CA_1,0
2022-10-24,CA_2,2
2022-10-24,CA_3,2
2022-10-24,CA_4,1
2022-10-24,TX_1,0
2022-10-24,TX_2,1
2022-10-24,TX_3,0
2022-10-24,WI_1,3
2022-10-24,WI_2,0
2022-10-24,WI_3,1
2022-10-25,CA_1,1
2022-10-25,CA_2,0
2022-10-25,CA_3,6
2022-10-25,CA_4,12
2022-10-25,TX_1,0
2022-10-25,TX_2,1
2022-10-25,TX_3,0
2022-10-25,WI_1,5
2022-10-25,WI_2,0
2022-10-25,WI_3,0
2022-10-26,CA_1,2
2022-10-26,CA_2,0
2022-10-26,CA_3,2
2022-10-26,CA_4,1
2022-10-26,TX_1,0
2022-10-26,TX_2,0
2022-10-26,TX_3,0
2022-10-26,WI_1,1
2022-10-26,WI_2,0
2022-10-26,WI_3,0
2022-10-27,CA_1,0
2022-10-27,CA_2,0
2022-10-27,CA_3,1
2022-10-27,CA_4,2
2022-10-27,TX_1,0
2022-10-27,TX_2,0
2022-10-27,TX_3,1
2022-10-27,WI_1,2
2022-10-27,WI_2,0
2022-10-27,WI_3,0
2022-10-28,CA_1,2
2022-10-28,CA_2,1
2022-10-28,CA_3,1
2022-10-28,CA_4,1
2022-10-28,TX_1,0
2022-10-28,TX_2,1
2022-10-28,TX_3,0
2022-10-28,WI_1,3
2022-10-28,WI_2,0
2022-10-28,WI_3,0
2022-10-29,CA_1,3
2022-10-29,CA_2,0
2022-10-29,CA_3,1
2022-10-29,CA_4,0
2022-10-29,TX_1,0
2022-10-29,TX_2,0
2022-10-29,TX_3,0
2022-10-29,WI_1,3
2022-10-29,WI_2,0
2022-10-29,WI_3,0
2022-10-30,CA_1,2
2022-10-30,CA_2,0
2022-10-30,CA_3,0
2022-10-30,CA_4,2
2022-10-30,TX_1,0
2022-10-30,TX_2,1
2022-10-30,TX_3,0
2022-10-30,WI_1,8
2022-10-30,WI_2,0
2022-10-30,WI_3,0
2022-10-31,CA_1,0
2022-10-31,CA_2,0
2022-10-31,CA_3,7
2022-10-31,CA_4,0
2022-10-31,TX_1,0
2022-10-31,TX_2,0
2022-10-31,TX_3,0
2022-10-31,WI_1,1
2022-10-31,WI_2,0
2022-10-31,WI_3,0
2022-11-01,CA_1,2
2022-11-01,CA_2,4
2022-11-01,CA_3,4
2022-11-01,CA_4,1
2022-11-01,TX_1,0
2022-11-01,TX_2,0
2022-11-01,TX_3,1
2022-11-01,WI_1,9
2022-11-01,WI_2,2
2022-11-01,WI_3,0
2022-11-02,CA_1,1
2022-11-02,CA_2,2
2022-11-02,CA_3,1
2022-11-02,CA_4,1
2022-11-02,TX_1,0
2022-11-02,TX_2,0
2022-11-02,TX_3,3
2022-11-02,WI_1,3
2022-11-02,WI_2,1
2022-11-02,WI_3,0
2022-11-03,CA_1,0
2022-11-03,CA_2,0
2022-11-03,CA_3,6
2022-11-03,CA_4,1
2022-11-03,TX_1,0
2022-11-03,TX_2,1
2022-11-03,TX_3,1
2022-11-03,WI_1,1
2022-11-03,WI_2,2
2022-11-03,WI_3,0
2022-11-04,CA_1,0
2022-11-04,CA_2,0
2022-11-04,CA_3,0
2022-11-04,CA_4,1
2022-11-04,TX_1,0
2022-11-04,TX_2,1
2022-11-04,TX_3,1
2022-11-04,WI_1,3
2022-11-04,WI_2,0
2022-11-04,WI_3,0
2022-11-05,CA_1,0
2022-11-05,CA_2,1
2022-11-05,CA_3,2
2022-11-05,CA_4,0
2022-11-05,TX_1,0
2022-11-05,TX_2,1
2022-11-05,TX_3,0
2022-11-05,WI_1,1
2022-11-05,WI_2,0
2022-11-05,WI_3,0
2022-11-06,CA_1,0
2022-11-06,CA_2,4
2022-11-06,CA_3,4
2022-11-06,CA_4,0
2022-11-06,TX_1,0
2022-11-06,TX_2,4
2022-11-06,TX_3,6
2022-11-06,WI_1,2
2022-11-06,WI_2,0
2022-11-06,WI_3,0
2022-11-07,CA_1,0
2022-11-07,CA_2,0
2022-11-07,CA_3,0
2022-11-07,CA_4,0
2022-11-07,TX_1,0
2022-11-07,TX_2,0
2022-11-07,TX_3,0
2022-11-07,WI_1,2
2022-11-07,WI_2,3
2022-11-07,WI_3,0
2022-11-08,CA_1,1
2022-11-08,CA_2,0
2022-11-08,CA_3,1
2022-11-08,CA_4,0
2022-11-08,TX_1,0
2022-11-08,TX_2,0
2022-11-08,TX_3,0
2022-11-08,WI_1,3
2022-11-08,WI_2,5
2022-11-08,WI_3,0
2022-11-09,CA_1,4
2022-11-09,CA_2,0
2022-11-09,CA_3,4
2022-11-09,CA_4,2
2022-11-09,TX_1,0
2022-11-09,TX_2,5
2022-11-09,TX_3,4
2022-11-09,WI_1,6
2022-11-09,WI_2,0
2022-11-09,WI_3,0
2022-11-10,CA_1,4
2022-11-10,CA_2,0
2022-11-10,CA_3,5
2022-11-10,CA_4,0
2022-11-10,TX_1,0
2022-11-10,TX_2,0
2022-11-10,TX_3,0
2022-11-10,WI_1,4
2022-11-10,WI_2,0
2022-11-10,WI_3,3
2022-11-11,CA_1,1
2022-11-11,CA_2,0
2022-11-11,CA_3,4
2022-11-11,CA_4,0
2022-11-11,TX_1,0
2022-11-11,TX_2,0
2022-11-11,TX_3,3
2022-11-11,WI_1,0
2022-11-11,WI_2,2
2022-11-11,WI_3,5
2022-11-12,CA_1,2
2022-11-12,CA_2,0
2022-11-12,CA_3,2
2022-11-12,CA_4,0
2022-11-12,TX_1,0
2022-11-12,TX_2,1
2022-11-12,TX_3,1
2022-11-12,WI_1,5
2022-11-12,WI_2,2
2022-11-12,WI_3,3
2022-11-13,CA_1,0
2022-11-13,CA_2,2
2022-11-13,CA_3,0
2022-11-13,CA_4,0
2022-11-13,TX_1,0
2022-11-13,TX_2,1
2022-11-13,TX_3,0
2022-11-13,WI_1,6
2022-11-13,WI_2,0
2022-11-13,WI_3,2
2022-11-14,CA_1,0
2022-11-14,CA_2,2
2022-11-14,CA_3,2
2022-11-14,CA_4,8
2022-11-14,TX_1,0
2022-11-14,TX_2,3
2022-11-14,TX_3,0
2022-11-14,WI_1,4
2022-11-14,WI_2,0
2022-11-14,WI_3,3
2022-11-15,CA_1,0
2022-11-15,CA_2,0
2022-11-15,CA_3,1
2022-11-15,CA_4,1
2022-11-15,TX_1,0
2022-11-15,TX_2,0
2022-11-15,TX_3,2
2022-11-15,WI_1,4
2022-11-15,WI_2,0
2022-11-15,WI_3,1
2022-11-16,CA_1,0
2022-11-16,CA_2,3
2022-11-16,CA_3,1
2022-11-16,CA_4,1
2022-11-16,TX_1,0
2022-11-16,TX_2,3
2022-11-16,TX_3,0
2022-11-16,WI_1,2
2022-11-16,WI_2,0
2022-11-16,WI_3,3
2022-11-17,CA_1,1
2022-11-17,CA_2,5
2022-11-17,CA_3,4
2022-11-17,CA_4,1
2022-11-17,TX_1,0
2022-11-17,TX_2,0
2022-11-17,TX_3,1
2022-11-17,WI_1,9
2022-11-17,WI_2,0
2022-11-17,WI_3,3
2022-11-18,CA_1,0
2022-11-18,CA_2,0
2022-11-18,CA_3,3
2022-11-18,CA_4,0
2022-11-18,TX_1,0
2022-11-18,TX_2,0
2022-11-18,TX_3,3
2022-11-18,WI_1,4
2022-11-18,WI_2,0
2022-11-18,WI_3,2
2022-11-19,CA_1,0
2022-11-19,CA_2,1
2022-11-19,CA_3,0
2022-11-19,CA_4,2
2022-11-19,TX_1,0
2022-11-19,TX_2,0
2022-11-19,TX_3,1
2022-11-19,WI_1,2
2022-11-19,WI_2,2
2022-11-19,WI_3,2
2022-11-20,CA_1,0
2022-11-20,CA_2,0
2022-11-20,CA_3,2
2022-11-20,CA_4,2
2022-11-20,TX_1,0
2022-11-20,TX_2,0
2022-11-20,TX_3,0
2022-11-20,WI_1,0
2022-11-20,WI_2,1
2022-11-20,WI_3,1
2022-11-21,CA_1,2
2022-11-21,CA_2,1
2022-11-21,CA_3,0
2022-11-21,CA_4,0
2022-11-21,TX_1,0
2022-11-21,TX_2,2
2022-11-21,TX_3,0
2022-11-21,WI_1,0
2022-11-21,WI_2,3
2022-11-21,WI_3,2
2022-11-22,CA_1,4
2022-11-22,CA_2,0
2022-11-22,CA_3,5
2022-11-22,CA_4,0
2022-11-22,TX_1,0
2022-11-22,TX_2,1
2022-11-22,TX_3,0
2022-11-22,WI_1,4
2022-11-22,WI_2,2
2022-11-22,WI_3,0
2022-11-23,CA_1,2
2022-11-23,CA_2,0
2022-11-23,CA_3,2
2022-11-23,CA_4,0
2022-11-23,TX_1,0
2022-11-23,TX_2,0
2022-11-23,TX_3,3
2022-11-23,WI_1,5
2022-11-23,WI_2,1
2022-11-23,WI_3,4
2022-11-24,CA_1,3
2022-11-24,CA_2,2
2022-11-24,CA_3,1
2022-11-24,CA_4,0
2022-11-24,TX_1,0
2022-11-24,TX_2,0
2022-11-24,TX_3,0
2022-11-24,WI_1,7
2022-11-24,WI_2,3
2022-11-24,WI_3,2
2022-11-25,CA_1,0
2022-11-25,CA_2,0
2022-11-25,CA_3,5
2022-11-25,CA_4,1
2022-11-25,TX_1,0
2022-11-25,TX_2,2
2022-11-25,TX_3,1
2022-11-25,WI_1,5
2022-11-25,WI_2,1
2022-11-25,WI_3,6
2022-11-26,CA_1,0
2022-11-26,CA_2,8
2022-11-26,CA_3,2
2022-11-26,CA_4,1
2022-11-26,TX_1,0
2022-11-26,TX_2,1
2022-11-26,TX_3,0
2022-11-26,WI_1,1
2022-11-26,WI_2,0
2022-11-26,WI_3,0
2022-11-27,CA_1,0
2022-11-27,CA_2,0
2022-11-27,CA_3,0
2022-11-27,CA_4,0
2022-11-27,TX_1,0
2022-11-27,TX_2,0
2022-11-27,TX_3,0
2022-11-27,WI_1,1
2022-11-27,WI_2,0
2022-11-27,WI_3,2
2022-11-28,CA_1,0
2022-11-28,CA_2,0
2022-11-28,CA_3,1
2022-11-28,CA_4,0
2022-11-28,TX_1,0
2022-11-28,TX_2,0
2022-11-28,TX_3,0
2022-11-28,WI_1,2
2022-11-28,WI_2,3
2022-11-28,WI_3,2
2022-11-29,CA_1,0
2022-11-29,CA_2,0
2022-11-29,CA_3,1
2022-11-29,CA_4,1
2022-11-29,TX_1,0
2022-11-29,TX_2,1
2022-11-29,TX_3,0
2022-11-29,WI_1,5
2022-11-29,WI_2,5
2022-11-29,WI_3,2
2022-11-30,CA_1,0
2022-11-30,CA_2,1
2022-11-30,CA_3,2
2022-11-30,CA_4,0
2022-11-30,TX_1,0
2022-11-30,TX_2,2
2022-11-30,TX_3,0
2022-11-30,WI_1,2
2022-11-30,WI_2,4
2022-11-30,WI_3,1
2022-12-01,CA_1,2
2022-12-01,CA_2,0
2022-12-01,CA_3,0
2022-12-01,CA_4,1
2022-12-01,TX_1,0
2022-12-01,TX_2,4
2022-12-01,TX_3,0
2022-12-01,WI_1,1
2022-12-01,WI_2,1
2022-12-01,WI_3,4
2022-12-02,CA_1,4
2022-12-02,CA_2,0
2022-12-02,CA_3,1
2022-12-02,CA_4,1
2022-12-02,TX_1,0
2022-12-02,TX_2,0
2022-12-02,TX_3,0
2022-12-02,WI_1,4
2022-12-02,WI_2,0
2022-12-02,WI_3,0
2022-12-03,CA_1,0
2022-12-03,CA_2,0
2022-12-03,CA_3,3
2022-12-03,CA_4,0
2022-12-03,TX_1,0
2022-12-03,TX_2,0
2022-12-03,TX_3,0
2022-12-03,WI_1,2
2022-12-03,WI_2,4
2022-12-03,WI_3,5
2022-12-04,CA_1,0
2022-12-04,CA_2,1
2022-12-04,CA_3,4
2022-12-04,CA_4,1
2022-12-04,TX_1,0
2022-12-04,TX_2,0
2022-12-04,TX_3,1
2022-12-04,WI_1,0
2022-12-04,WI_2,1
2022-12-04,WI_3,1
2022-12-05,CA_1,0
2022-12-05,CA_2,0
2022-12-05,CA_3,3
2022-12-05,CA_4,0
2022-12-05,TX_1,0
2022-12-05,TX_2,2
2022-12-05,TX_3,1
2022-12-05,WI_1,5
2022-12-05,WI_2,3
2022-12-05,WI_3,4
2022-12-06,CA_1,0
2022-12-06,CA_2,0
2022-12-06,CA_3,6
2022-12-06,CA_4,0
2022-12-06,TX_1,0
2022-12-06,TX_2,4
2022-12-06,TX_3,0
2022-12-06,WI_1,6
2022-12-06,WI_2,3
2022-12-06,WI_3,0
2022-12-07,CA_1,1
2022-12-07,CA_2,0
2022-12-07,CA_3,1
2022-12-07,CA_4,1
2022-12-07,TX_1,0
2022-12-07,TX_2,1
2022-12-07,TX_3,3
2022-12-07,WI_1,6
2022-12-07,WI_2,3
2022-12-07,WI_3,1
2022-12-08,CA_1,0
2022-12-08,CA_2,1
2022-12-08,CA_3,1
2022-12-08,CA_4,2
2022-12-08,TX_1,0
2022-12-08,TX_2,2
2022-12-08,TX_3,0
2022-12-08,WI_1,4
2022-12-08,WI_2,1
2022-12-08,WI_3,2
2022-12-09,CA_1,0
2022-12-09,CA_2,2
2022-12-09,CA_3,0
2022-12-09,CA_4,2
2022-12-09,TX_1,0
2022-12-09,TX_2,0
2022-12-09,TX_3,3
2022-12-09,WI_1,1
2022-12-09,WI_2,10
2022-12-09,WI_3,2
2022-12-10,CA_1,0
2022-12-10,CA_2,3
2022-12-10,CA_3,6
2022-12-10,CA_4,0
2022-12-10,TX_1,0
2022-12-10,TX_2,1
2022-12-10,TX_3,0
2022-12-10,WI_1,1
2022-12-10,WI_2,0
2022-12-10,WI_3,5
2022-12-11,CA_1,2
2022-12-11,CA_2,0
2022-12-11,CA_3,1
2022-12-11,CA_4,0
2022-12-11,TX_1,0
2022-12-11,TX_2,0
2022-12-11,TX_3,0
2022-12-11,WI_1,1
2022-12-11,WI_2,0
2022-12-11,WI_3,1
2022-12-12,CA_1,0
2022-12-12,CA_2,0
2022-12-12,CA_3,5
2022-12-12,CA_4,3
2022-12-12,TX_1,0
2022-12-12,TX_2,1
2022-12-12,TX_3,0
2022-12-12,WI_1,1
2022-12-12,WI_2,1
2022-12-12,WI_3,1
2022-12-13,CA_1,2
2022-12-13,CA_2,0
2022-12-13,CA_3,3
2022-12-13,CA_4,2
2022-12-13,TX_1,0
2022-12-13,TX_2,5
2022-12-13,TX_3,0
2022-12-13,WI_1,4
2022-12-13,WI_2,2
2022-12-13,WI_3,1
2022-12-14,CA_1,0
2022-12-14,CA_2,2
2022-12-14,CA_3,5
2022-12-14,CA_4,2
2022-12-14,TX_1,0
2022-12-14,TX_2,1
2022-12-14,TX_3,1
2022-12-14,WI_1,5
2022-12-14,WI_2,5
2022-12-14,WI_3,3
2022-12-15,CA_1,0
2022-12-15,CA_2,3
2022-12-15,CA_3,0
2022-12-15,CA_4,0
2022-12-15,TX_1,0
2022-12-15,TX_2,1
2022-12-15,TX_3,1
2022-12-15,WI_1,3
2022-12-15,WI_2,0
2022-12-15,WI_3,3
2022-12-16,CA_1,0
2022-12-16,CA_2,1
2022-12-16,CA_3,1
2022-12-16,CA_4,0
2022-12-16,TX_1,0
2022-12-16,TX_2,1
2022-12-16,TX_3,0
2022-12-16,WI_1,5
2022-12-16,WI_2,3
2022-12-16,WI_3,1
2022-12-17,CA_1,0
2022-12-17,CA_2,0
2022-12-17,CA_3,1
2022-12-17,CA_4,2
2022-12-17,TX_1,0
2022-12-17,TX_2,0
2022-12-17,TX_3,0
2022-12-17,WI_1,3
2022-12-17,WI_2,0
2022-12-17,WI_3,0
2022-12-18,CA_1,0
2022-12-18,CA_2,0
2022-12-18,CA_3,3
2022-12-18,CA_4,0
2022-12-18,TX_1,0
2022-12-18,TX_2,1
2022-12-18,TX_3,1
2022-12-18,WI_1,1
2022-12-18,WI_2,1
2022-12-18,WI_3,2
2022-12-19,CA_1,0
2022-12-19,CA_2,4
2022-12-19,CA_3,2
2022-12-19,CA_4,0
2022-12-19,TX_1,0
2022-12-19,TX_2,0
2022-12-19,TX_3,0
2022-12-19,WI_1,0
2022-12-19,WI_2,0
2022-12-19,WI_3,5
2022-12-20,CA_1,0
2022-12-20,CA_2,2
2022-12-20,CA_3,1
2022-12-20,CA_4,0
2022-12-20,TX_1,0
2022-12-20,TX_2,0
2022-12-20,TX_3,0
2022-12-20,WI_1,0
2022-12-20,WI_2,2
2022-12-20,WI_3,4
2022-12-21,CA_1,0
2022-12-21,CA_2,3
2022-12-21,CA_3,1
2022-12-21,CA_4,0
2022-12-21,TX_1,0
2022-12-21,TX_2,1
2022-12-21,TX_3,0
2022-12-21,WI_1,3
2022-12-21,WI_2,3
2022-12-21,WI_3,0
2022-12-22,CA_1,0
2022-12-22,CA_2,0
2022-12-22,CA_3,1
2022-12-22,CA_4,0
2022-12-22,TX_1,0
2022-12-22,TX_2,0
2022-12-22,TX_3,1
2022-12-22,WI_1,3
2022-12-22,WI_2,3
2022-12-22,WI_3,1
2022-12-23,CA_1,0
2022-12-23,CA_2,0
2022-12-23,CA_3,2
2022-12-23,CA_4,0
2022-12-23,TX_1,0
2022-12-23,TX_2,2
2022-12-23,TX_3,1
2022-12-23,WI_1,1
2022-12-23,WI_2,1
2022-12-23,WI_3,3
2022-12-24,CA_1,0
2022-12-24,CA_2,0
2022-12-24,CA_3,5
2022-12-24,CA_4,0
2022-12-24,TX_1,0
2022-12-24,TX_2,1
2022-12-24,TX_3,0
2022-12-24,WI_1,2
2022-12-24,WI_2,0
2022-12-24,WI_3,2
2022-12-25,CA_1,0
2022-12-25,CA_2,0
2022-12-25,CA_3,0
2022-12-25,CA_4,0
2022-12-25,TX_1,0
2022-12-25,TX_2,0
2022-12-25,TX_3,0
2022-12-25,WI_1,0
2022-12-25,WI_2,0
2022-12-25,WI_3,0
2022-12-26,CA_1,0
2022-12-26,CA_2,0
2022-12-26,CA_3,0
2022-12-26,CA_4,1
2022-12-26,TX_1,0
2022-12-26,TX_2,1
2022-12-26,TX_3,1
2022-12-26,WI_1,3
2022-12-26,WI_2,2
2022-12-26,WI_3,2
2022-12-27,CA_1,0
2022-12-27,CA_2,0
2022-12-27,CA_3,3
2022-12-27,CA_4,0
2022-12-27,TX_1,0
2022-12-27,TX_2,2
2022-12-27,TX_3,0
2022-12-27,WI_1,0
2022-12-27,WI_2,3
2022-12-27,WI_3,1
2022-12-28,CA_1,0
2022-12-28,CA_2,1
2022-12-28,CA_3,0
2022-12-28,CA_4,0
2022-12-28,TX_1,0
2022-12-28,TX_2,0
2022-12-28,TX_3,0
2022-12-28,WI_1,8
2022-12-28,WI_2,4
2022-12-28,WI_3,2
2022-12-29,CA_1,0
2022-12-29,CA_2,0
2022-12-29,CA_3,2
2022-12-29,CA_4,1
2022-12-29,TX_1,0
2022-12-29,TX_2,0
2022-12-29,TX_3,0
2022-12-29,WI_1,7
2022-12-29,WI_2,2
2022-12-29,WI_3,0
2022-12-30,CA_1,0
2022-12-30,CA_2,2
2022-12-30,CA_3,1
2022-12-30,CA_4,0
2022-12-30,TX_1,0
2022-12-30,TX_2,0
2022-12-30,TX_3,0
2022-12-30,WI_1,1
2022-12-30,WI_2,0
2022-12-30,WI_3,3
2022-12-31,CA_1,0
2022-12-31,CA_2,1
2022-12-31,CA_3,2
2022-12-31,CA_4,0
2022-12-31,TX_1,0
2022-12-31,TX_2,2
2022-12-31,TX_3,0
2022-12-31,WI_1,4
2022-12-31,WI_2,2
2022-12-31,WI_3,1
2023-01-01,CA_1,0
2023-01-01,CA_2,0
2023-01-01,CA_3,1
2023-01-01,CA_4,0
2023-01-01,TX_1,0
2023-01-01,TX_2,1
2023-01-01,TX_3,0
2023-01-01,WI_1,5
2023-01-01,WI_2,0
2023-01-01,WI_3,0
2023-01-02,CA_1,0
2023-01-02,CA_2,1
2023-01-02,CA_3,4
2023-01-02,CA_4,0
2023-01-02,TX_1,0
2023-01-02,TX_2,1
2023-01-02,TX_3,0
2023-01-02,WI_1,9
2023-01-02,WI_2,0
2023-01-02,WI_3,3
2023-01-03,CA_1,0
2023-01-03,CA_2,1
2023-01-03,CA_3,1
2023-01-03,CA_4,1
2023-01-03,TX_1,0
2023-01-03,TX_2,2
2023-01-03,TX_3,1
2023-01-03,WI_1,1
2023-01-03,WI_2,4
2023-01-03,WI_3,0
2023-01-04,CA_1,0
2023-01-04,CA_2,0
2023-01-04,CA_3,3
2023-01-04,CA_4,1
2023-01-04,TX_1,0
2023-01-04,TX_2,0
2023-01-04,TX_3,2
2023-01-04,WI_1,3
2023-01-04,WI_2,2
2023-01-04,WI_3,0
2023-01-05,CA_1,1
2023-01-05,CA_2,3
2023-01-05,CA_3,0
2023-01-05,CA_4,0
2023-01-05,TX_1,0
2023-01-05,TX_2,3
2023-01-05,TX_3,0
2023-01-05,WI_1,5
2023-01-05,WI_2,4
2023-01-05,WI_3,1
2023-01-06,CA_1,0
2023-01-06,CA_2,0
2023-01-06,CA_3,3
2023-01-06,CA_4,1
2023-01-06,TX_1,0
2023-01-06,TX_2,1
2023-01-06,TX_3,0
2023-01-06,WI_1,1
2023-01-06,WI_2,1
2023-01-06,WI_3,0
2023-01-07,CA_1,0
2023-01-07,CA_2,1
2023-01-07,CA_3,4
2023-01-07,CA_4,0
2023-01-07,TX_1,0
2023-01-07,TX_2,3
2023-01-07,TX_3,0
2023-01-07,WI_1,4
2023-01-07,WI_2,0
2023-01-07,WI_3,1
2023-01-08,CA_1,0
2023-01-08,CA_2,2
2023-01-08,CA_3,1
2023-01-08,CA_4,1
2023-01-08,TX_1,0
2023-01-08,TX_2,2
2023-01-08,TX_3,1
2023-01-08,WI_1,2
2023-01-08,WI_2,2
2023-01-08,WI_3,3
2023-01-09,CA_1,0
2023-01-09,CA_2,0
2023-01-09,CA_3,4
2023-01-09,CA_4,7
2023-01-09,TX_1,0
2023-01-09,TX_2,1
2023-01-09,TX_3,0
2023-01-09,WI_1,0
2023-01-09,WI_2,4
2023-01-09,WI_3,0
2023-01-10,CA_1,0
2023-01-10,CA_2,2
2023-01-10,CA_3,6
2023-01-10,CA_4,0
2023-01-10,TX_1,0
2023-01-10,TX_2,0
2023-01-10,TX_3,0
2023-01-10,WI_1,5
2023-01-10,WI_2,0
2023-01-10,WI_3,2
2023-01-11,CA_1,0
2023-01-11,CA_2,0
2023-01-11,CA_3,1
2023-01-11,CA_4,0
2023-01-11,TX_1,0
2023-01-11,TX_2,0
2023-01-11,TX_3,1
2023-01-11,WI_1,4
2023-01-11,WI_2,0
2023-01-11,WI_3,1
2023-01-12,CA_1,0
2023-01-12,CA_2,0
2023-01-12,CA_3,1
2023-01-12,CA_4,0
2023-01-12,TX_1,0
2023-01-12,TX_2,2
2023-01-12,TX_3,0
2023-01-12,WI_1,4
2023-01-12,WI_2,0
2023-01-12,WI_3,1
2023-01-13,CA_1,0
2023-01-13,CA_2,3
2023-01-13,CA_3,0
2023-01-13,CA_4,0
2023-01-13,TX_1,0
2023-01-13,TX_2,0
2023-01-13,TX_3,0
2023-01-13,WI_1,2
2023-01-13,WI_2,9
2023-01-13,WI_3,1
2023-01-14,CA_1,0
2023-01-14,CA_2,0
2023-01-14,CA_3,2
2023-01-14,CA_4,0
2023-01-14,TX_1,0
2023-01-14,TX_2,0
2023-01-14,TX_3,0
2023-01-14,WI_1,5
2023-01-14,WI_2,1
2023-01-14,WI_3,4
2023-01-15,CA_1,0
2023-01-15,CA_2,2
2023-01-15,CA_3,0
2023-01-15,CA_4,0
2023-01-15,TX_1,0
2023-01-15,TX_2,1
2023-01-15,TX_3,0
2023-01-15,WI_1,3
